No;state;year;sid;l_homicide;post
1;Alabama;2000;1;2.027355671;0
2;Alabama;2001;1;2.164866924;0
3;Alabama;2002;1;1.936334133;0
4;Alabama;2003;1;1.919567108;0
5;Alabama;2004;1;1.749841213;0
6;Alabama;2005;1;2.130440474;0
7;Alabama;2006;1;2.079652309;1
8;Alabama;2007;1;2.145690441;1
9;Alabama;2008;1;2.043597698;1
10;Alabama;2009;1;1.938684106;1
11;Alabama;2010;1;1.747939825;1
12;Alaska;2000;2;1.491518259;0
13;Alaska;2001;2;1.846246481;0
14;Alaska;2002;2;1.665123701;0
15;Alaska;2003;2;1.823278666;0
16;Alaska;2004;2;1.760947704;0
17;Alaska;2005;2;1.606747746;0
18;Alaska;2006;2;1.68133235;1
19;Alaska;2007;2;1.872016549;1
20;Alaska;2008;2;1.377099752;1
21;Alaska;2009;2;1.169509888;1
22;Alaska;2010;2;1.487915635;1
23;Arizona;2000;3;1.967151642;0
24;Arizona;2001;3;2.040706635;0
25;Arizona;2002;3;1.97937572;0
26;Arizona;2003;3;2.087027073;0
27;Arizona;2004;3;1.994461775;0
28;Arizona;2005;3;2.03249979;0
29;Arizona;2006;3;2.143614292;1
30;Arizona;2007;3;2.18870759;1
31;Arizona;2008;3;1.968010187;1
32;Arizona;2009;3;1.793097496;1
33;Arizona;2010;3;1.863344669;1
34;Arkansas;2000;4;1.86606276;0
35;Arkansas;2001;4;1.732164145;0
36;Arkansas;2002;4;1.684416413;0
37;Arkansas;2003;4;1.91578877;0
38;Arkansas;2004;4;1.8836236;0
39;Arkansas;2005;4;1.94538033;0
40;Arkansas;2006;4;2.015778303;0
41;Arkansas;2007;4;1.969190478;0
42;Arkansas;2008;4;1.756988049;0
43;Arkansas;2009;4;1.841650724;0
44;Arkansas;2010;4;1.560761333;0
45;California;2000;5;1.838978291;0
46;California;2001;5;1.879402161;0
47;California;2002;5;1.943615913;0
48;California;2003;5;1.938233733;0
49;California;2004;5;1.920375228;0
50;California;2005;5;1.959378839;0
51;California;2006;5;1.921304345;0
52;California;2007;5;1.829696655;0
53;California;2008;5;1.771833301;0
54;California;2009;5;1.692165852;0
55;California;2010;5;1.587793231;0
56;Colorado;2000;6;1.160573602;0
57;Colorado;2001;6;1.297976494;0
58;Colorado;2002;6;1.402364969;0
59;Colorado;2003;6;1.425340414;0
60;Colorado;2004;6;1.496951103;0
61;Colorado;2005;6;1.332891941;0
62;Colorado;2006;6;1.280223131;0
63;Colorado;2007;6;1.179089069;0
64;Colorado;2008;6;1.169412851;0
65;Colorado;2009;6;1.188741207;0
66;Colorado;2010;6;0.881419837;0
67;Connecticut;2000;7;1.089179516;0
68;Connecticut;2001;7;1.152274966;0
69;Connecticut;2002;7;0.919168413;0
70;Connecticut;2003;7;1.200632811;0
71;Connecticut;2004;7;1.08190763;0
72;Connecticut;2005;7;1.129144907;0
73;Connecticut;2006;7;1.363259792;0
74;Connecticut;2007;7;1.173511982;0
75;Connecticut;2008;7;1.329454184;0
76;Connecticut;2009;7;1.10966742;0
77;Connecticut;2010;7;1.294771433;0
78;Delaware;2000;8;1.192021847;0
79;Delaware;2001;8;1.092224002;0
80;Delaware;2002;8;1.201129436;0
81;Delaware;2003;8;0.974507689;0
82;Delaware;2004;8;1.246009588;0
83;Delaware;2005;8;1.508508444;0
84;Delaware;2006;8;1.593522429;0
85;Delaware;2007;8;1.520336986;0
86;Delaware;2008;8;1.889193535;0
87;Delaware;2009;8;1.557363868;0
88;Delaware;2010;8;1.683139443;0
89;Florida;2000;10;1.756287575;0
90;Florida;2001;10;1.697463036;0
91;Florida;2002;10;1.719648838;0
92;Florida;2003;10;1.715631843;0
93;Florida;2004;10;1.717021823;0
94;Florida;2005;10;1.625275493;1
95;Florida;2006;10;1.83114934;1
96;Florida;2007;10;1.897956371;1
97;Florida;2008;10;1.860869169;1
98;Florida;2009;10;1.719374657;1
99;Florida;2010;10;1.664929986;1
100;Georgia;2000;11;2.102421761;0
101;Georgia;2001;11;1.992986798;0
102;Georgia;2002;11;1.98488152;0
103;Georgia;2003;11;2.05232954;0
104;Georgia;2004;11;1.966172338;0
105;Georgia;2005;11;1.855317831;0
106;Georgia;2006;11;1.88054359;1
107;Georgia;2007;11;2.05843091;1
108;Georgia;2008;11;1.922121882;1
109;Georgia;2009;11;1.784962773;1
110;Georgia;2010;11;1.758682609;1
111;Hawaii;2000;12;1.090852499;0
112;Hawaii;2001;12;0.990362048;0
113;Hawaii;2002;12;0.686058164;0
114;Hawaii;2003;12;0.588062644;0
115;Hawaii;2004;12;0.989343822;0
116;Hawaii;2005;12;0.661843956;0
117;Hawaii;2006;12;0.490791142;0
118;Hawaii;2007;12;0.631320179;0
119;Hawaii;2008;12;0.708438098;0
120;Hawaii;2009;12;0.585860789;0
121;Hawaii;2010;12;0.577204347;0
122;Idaho;2000;13;0.236943781;0
123;Idaho;2001;13;0.844363928;0
124;Idaho;2002;13;1.012189984;0
125;Idaho;2003;13;0.667955637;0
126;Idaho;2004;13;0.82380563;0
127;Idaho;2005;13;0.919414163;0
128;Idaho;2006;13;0.780296028;0
129;Idaho;2007;13;1.208705783;0
130;Idaho;2008;13;0.431644142;0
131;Idaho;2009;13;0.474967241;0
132;Idaho;2010;13;0.301488698;0
133;Illinois;2000;14;2.004585028;0
134;Illinois;2001;14;2.088815451;0
135;Illinois;2002;14;2.057496548;0
136;Illinois;2003;14;1.982307076;0
137;Illinois;2004;14;1.839777112;0
138;Illinois;2005;14;1.822860122;0
139;Illinois;2006;14;1.804769158;0
140;Illinois;2007;14;1.772031188;0
141;Illinois;2008;14;1.817738533;0
142;Illinois;2009;14;1.799417973;0
143;Illinois;2010;14;1.707924247;0
144;Indiana;2000;15;1.785698771;0
145;Indiana;2001;15;1.93973434;0
146;Indiana;2002;15;1.800491214;0
147;Indiana;2003;15;1.72579813;0
148;Indiana;2004;15;1.651623845;0
149;Indiana;2005;15;1.76514411;0
150;Indiana;2006;15;1.746365786;1
151;Indiana;2007;15;1.725894451;1
152;Indiana;2008;15;1.625782728;1
153;Indiana;2009;15;1.59315002;1
154;Indiana;2010;15;1.508809805;1
155;Iowa;2000;16;0.488555521;0
156;Iowa;2001;16;0.573071003;0
157;Iowa;2002;16;0.440482944;0
158;Iowa;2003;16;0.565680385;0
159;Iowa;2004;16;0.433876872;0
160;Iowa;2005;16;0.334584624;0
161;Iowa;2006;16;0.64784348;0
162;Iowa;2007;16;0.297037035;0
163;Iowa;2008;16;0.947824597;0
164;Iowa;2009;16;0.243453726;0
165;Iowa;2010;16;0.251370609;0
166;Kansas;2000;17;1.869317532;0
167;Kansas;2001;17;1.25884378;0
168;Kansas;2002;17;1.085573792;0
169;Kansas;2003;17;1.554288149;0
170;Kansas;2004;17;1.52557373;0
171;Kansas;2005;17;1.333226323;0
172;Kansas;2006;17;1.524895906;1
173;Kansas;2007;17;1.374319673;1
174;Kansas;2008;17;1.402855873;1
175;Kansas;2009;17;1.504056811;1
176;Kansas;2010;17;1.261136651;1
177;Kentucky;2000;18;1.592238188;0
178;Kentucky;2001;18;1.522018194;0
179;Kentucky;2002;18;1.5688833;0
180;Kentucky;2003;18;1.508858919;0
181;Kentucky;2004;18;1.767199039;0
182;Kentucky;2005;18;1.543592811;0
183;Kentucky;2006;18;1.437034965;1
184;Kentucky;2007;18;1.645481586;1
185;Kentucky;2008;18;1.56229949;1
186;Kentucky;2009;18;1.464961171;1
187;Kentucky;2010;18;1.465792179;1
188;Louisiana;2000;19;2.559088945;0
189;Louisiana;2001;19;2.448583841;0
190;Louisiana;2002;19;2.612975597;0
191;Louisiana;2003;19;2.594552279;0
192;Louisiana;2004;19;2.572793245;0
193;Louisiana;2005;19;2.327390909;0
194;Louisiana;2006;19;2.573150396;1
195;Louisiana;2007;19;2.675912857;1
196;Louisiana;2008;19;2.522365093;1
197;Louisiana;2009;19;2.484178066;1
198;Louisiana;2010;19;2.429864407;1
199;Maine;2000;20;0.190344885;0
200;Maine;2001;20;0.417315304;0
201;Maine;2002;20;0.105720133;0
202;Maine;2003;20;0.230512843;0
203;Maine;2004;20;0.341923177;0
204;Maine;2005;20;0.392128348;0
205;Maine;2006;20;0.554085672;0
206;Maine;2007;20;0.41947782;0
207;Maine;2008;20;0.857512951;0
208;Maine;2009;20;0.680625856;0
209;Maine;2010;20;0.59087497;0
210;Maryland;2000;21;2.1197927;0
211;Maryland;2001;21;2.141205072;0
212;Maryland;2002;21;2.265842915;0
213;Maryland;2003;21;2.279525042;0
214;Maryland;2004;21;2.2627244;0
215;Maryland;2005;21;2.313272715;0
216;Maryland;2006;21;2.2744627;0
217;Maryland;2007;21;2.292198181;0
218;Maryland;2008;21;2.171903849;0
219;Maryland;2009;21;2.054763556;0
220;Maryland;2010;21;2.014825344;0
221;Massachusetts;2000;22;0.712879658;0
222;Massachusetts;2001;22;0.842295289;0
223;Massachusetts;2002;22;1.024452567;0
224;Massachusetts;2003;22;0.811484694;0
225;Massachusetts;2004;22;1.014300823;0
226;Massachusetts;2005;22;1.057417512;0
227;Massachusetts;2006;22;1.07176435;0
228;Massachusetts;2007;22;1.071676373;0
229;Massachusetts;2008;22;0.948268116;0
230;Massachusetts;2009;22;0.977186382;0
231;Massachusetts;2010;22;1.170474887;0
232;Michigan;2000;23;1.932253718;0
233;Michigan;2001;23;1.931419015;0
234;Michigan;2002;23;1.934465766;0
235;Michigan;2003;23;1.829131484;0
236;Michigan;2004;23;1.875184178;0
237;Michigan;2005;23;1.852494001;0
238;Michigan;2006;23;1.968720198;1
239;Michigan;2007;23;1.882246017;1
240;Michigan;2008;23;1.70743525;1
241;Michigan;2009;23;1.825463176;1
242;Michigan;2010;23;1.744362116;1
243;Minnesota;2000;24;1.149502158;0
244;Minnesota;2001;24;0.900374591;0
245;Minnesota;2002;24;0.830296755;0
246;Minnesota;2003;24;0.948378026;0
247;Minnesota;2004;24;0.823649406;0
248;Minnesota;2005;24;0.834941566;0
249;Minnesota;2006;24;0.899290204;0
250;Minnesota;2007;24;0.8109712;0
251;Minnesota;2008;24;0.74357897;0
252;Minnesota;2009;24;0.355019778;0
253;Minnesota;2010;24;0.59791255;0
254;Mississippi;2000;25;2.227352381;0
255;Mississippi;2001;25;2.323158503;0
256;Mississippi;2002;25;2.252631426;0
257;Mississippi;2003;25;2.260238647;0
258;Mississippi;2004;25;2.090951443;0
259;Mississippi;2005;25;2.025181293;0
260;Mississippi;2006;25;2.075813532;1
261;Mississippi;2007;25;1.94871676;1
262;Mississippi;2008;25;2.081566811;1
263;Mississippi;2009;25;1.89292264;1
264;Mississippi;2010;25;1.950144529;1
265;Missouri;2000;26;1.854220033;0
266;Missouri;2001;26;1.91746974;0
267;Missouri;2002;26;1.79370153;0
268;Missouri;2003;26;1.6527946;0
269;Missouri;2004;26;1.846427917;0
270;Missouri;2005;26;1.965418339;0
271;Missouri;2006;26;1.845722675;0
272;Missouri;2007;26;1.838963509;1
273;Missouri;2008;26;2.049316168;1
274;Missouri;2009;26;1.880144835;1
275;Missouri;2010;26;1.952529907;1
276;Montana;2000;27;0.823901832;0
277;Montana;2001;27;1.352019072;0
278;Montana;2002;27;0.592638075;0
279;Montana;2003;27;1.212344408;0
280;Montana;2004;27;1.201862812;0
281;Montana;2005;27;0.681382179;0
282;Montana;2006;27;1.280735254;0
283;Montana;2007;27;0.887560666;0
284;Montana;2008;27;1.238401175;0
285;Montana;2009;27;1.207879424;1
286;Montana;2010;27;0.971881688;1
287;Nebraska;2000;28;1.333464026;0
288;Nebraska;2001;28;0.950365961;0
289;Nebraska;2002;28;1.051026344;0
290;Nebraska;2003;28;1.199423075;0
291;Nebraska;2004;28;0.857719362;0
292;Nebraska;2005;28;0.946881115;0
293;Nebraska;2006;28;1.097670674;0
294;Nebraska;2007;28;1.37825191;0
295;Nebraska;2008;28;1.360035777;0
296;Nebraska;2009;28;0.838808179;0
297;Nebraska;2010;28;1.091325521;0
298;Nevada;2000;29;1.881947756;0
299;Nevada;2001;29;2.161668777;0
300;Nevada;2002;29;2.135202408;0
301;Nevada;2003;29;2.188724518;0
302;Nevada;2004;29;2.011479855;0
303;Nevada;2005;29;2.157652617;0
304;Nevada;2006;29;2.203449249;0
305;Nevada;2007;29;2.048257351;0
306;Nevada;2008;29;1.868744612;0
307;Nevada;2009;29;1.812840581;0
308;Nevada;2010;29;1.773827195;0
309;New Hampshire;2000;30;0.60593003;0
310;New Hampshire;2001;30;0.328801483;0
311;New Hampshire;2002;30;-0.031916067;0
312;New Hampshire;2003;30;0.306227922;0
313;New Hampshire;2004;30;0.297954232;0
314;New Hampshire;2005;30;0.400881439;0
315;New Hampshire;2006;30;-0.011392572;0
316;New Hampshire;2007;30;-0.087899446;0
317;New Hampshire;2008;30;0.064692453;0
318;New Hampshire;2009;30;-0.178845048;0
319;New Hampshire;2010;30;-0.012426315;0
320;New Jersey;2000;31;1.257328629;0
321;New Jersey;2001;31;1.39952457;0
322;New Jersey;2002;31;1.395736217;0
323;New Jersey;2003;31;1.570302963;0
324;New Jersey;2004;31;1.528223157;0
325;New Jersey;2005;31;1.587917328;0
326;New Jersey;2006;31;1.588056803;0
327;New Jersey;2007;31;1.480366826;0
328;New Jersey;2008;31;1.468443155;0
329;New Jersey;2009;31;1.304983258;0
330;New Jersey;2010;31;1.443865895;0
331;New Mexico;2000;32;2.024538755;0
332;New Mexico;2001;32;1.708743334;0
333;New Mexico;2002;32;2.123163462;0
334;New Mexico;2003;32;1.842176437;0
335;New Mexico;2004;32;2.20521307;0
336;New Mexico;2005;32;2.032134056;0
337;New Mexico;2006;32;1.954483509;0
338;New Mexico;2007;32;2.259007215;0
339;New Mexico;2008;32;2.033970594;0
340;New Mexico;2009;32;2.310261011;0
341;New Mexico;2010;32;1.941371679;0
342;New York;2000;33;1.643846989;0
343;New York;2001;33;1.650185585;0
344;New York;2002;33;1.588129401;0
345;New York;2003;33;1.613701463;0
346;New York;2004;33;1.562506199;0
347;New York;2005;33;1.54436636;0
348;New York;2006;33;1.565701604;0
349;New York;2007;33;1.427906752;0
350;New York;2008;33;1.459282875;0
351;New York;2009;33;1.391486049;0
352;New York;2010;33;1.500991106;0
353;North Carolina;2000;34;1.971813798;0
354;North Carolina;2001;34;1.851024032;0
355;North Carolina;2002;34;1.916296124;0
356;North Carolina;2003;34;1.826362252;0
357;North Carolina;2004;34;1.861420512;0
358;North Carolina;2005;34;1.939481497;0
359;North Carolina;2006;34;1.807831883;0
360;North Carolina;2007;34;1.88807559;0
361;North Carolina;2008;34;1.901377082;0
362;North Carolina;2009;34;1.687487364;0
363;North Carolina;2010;34;1.617856145;0
364;North Dakota;2000;35;-0.43594417;0
365;North Dakota;2001;35;0.13632226;0
366;North Dakota;2002;35;-0.199252442;0
367;North Dakota;2003;35;0.390189022;0
368;North Dakota;2004;35;0.271659464;0
369;North Dakota;2005;35;0.677200019;0
370;North Dakota;2006;35;0.22962229;0
371;North Dakota;2007;35;0.786345482;1
372;North Dakota;2008;35;-0.244690567;1
373;North Dakota;2009;35;0.629038393;1
374;North Dakota;2010;35;0.406944662;1
375;Ohio;2000;36;1.330102205;0
376;Ohio;2001;36;1.406463861;0
377;Ohio;2002;36;1.553780913;0
378;Ohio;2003;36;1.552647829;0
379;Ohio;2004;36;1.512171388;0
380;Ohio;2005;36;1.665595293;0
381;Ohio;2006;36;1.546697855;0
382;Ohio;2007;36;1.529243708;0
383;Ohio;2008;36;1.569067597;1
384;Ohio;2009;36;1.52123785;1
385;Ohio;2010;36;1.418155909;1
386;Oklahoma;2000;37;1.695966244;0
387;Oklahoma;2001;37;1.709509134;0
388;Oklahoma;2002;37;1.573432922;0
389;Oklahoma;2003;37;1.802459002;0
390;Oklahoma;2004;37;1.695803761;0
391;Oklahoma;2005;37;1.694944501;0
392;Oklahoma;2006;37;1.759810328;1
393;Oklahoma;2007;37;1.830082059;1
394;Oklahoma;2008;37;1.771346569;1
395;Oklahoma;2009;37;1.869008064;1
396;Oklahoma;2010;37;1.657743216;1
397;Oregon;2000;38;0.738769948;0
398;Oregon;2001;38;0.905822754;0
399;Oregon;2002;38;0.737402976;0
400;Oregon;2003;38;0.669218957;0
401;Oregon;2004;38;0.940538108;0
402;Oregon;2005;38;0.809650421;0
403;Oregon;2006;38;0.866214097;0
404;Oregon;2007;38;0.695989609;0
405;Oregon;2008;38;0.822178066;0
406;Oregon;2009;38;0.859038949;0
407;Oregon;2010;38;0.871844888;0
408;Pennsylvania;2000;39;1.625534177;0
409;Pennsylvania;2001;39;1.703273535;0
410;Pennsylvania;2002;39;1.657235146;0
411;Pennsylvania;2003;39;1.691373825;0
412;Pennsylvania;2004;39;1.692996502;0
413;Pennsylvania;2005;39;1.842288852;0
414;Pennsylvania;2006;39;1.795186877;0
415;Pennsylvania;2007;39;1.779511571;0
416;Pennsylvania;2008;39;1.739237666;0
417;Pennsylvania;2009;39;1.668641686;0
418;Pennsylvania;2010;39;1.646420479;0
419;Rhode Island;2000;40;1.49461925;0
420;Rhode Island;2001;40;1.341073871;0
421;Rhode Island;2002;40;1.380688667;0
422;Rhode Island;2003;40;0.879769802;0
423;Rhode Island;2004;40;0.919177651;0
424;Rhode Island;2005;40;1.191635489;0
425;Rhode Island;2006;40;0.927829266;0
426;Rhode Island;2007;40;0.581638753;0
427;Rhode Island;2008;40;1.078519344;0
428;Rhode Island;2009;40;1.107355714;0
429;Rhode Island;2010;40;1.01226449;0
430;South Carolina;2000;41;2.015682936;0
431;South Carolina;2001;41;2.128381729;0
432;South Carolina;2002;41;2.015264034;0
433;South Carolina;2003;41;2.022717476;0
434;South Carolina;2004;41;1.952263713;0
435;South Carolina;2005;41;2.032421589;0
436;South Carolina;2006;41;2.128273249;1
437;South Carolina;2007;41;2.128785849;1
438;South Carolina;2008;41;1.941936731;1
439;South Carolina;2009;41;1.932296038;1
440;South Carolina;2010;41;1.809401989;1
441;South Dakota;2000;42;-0.037056267;0
442;South Dakota;2001;42;-0.039176732;0
443;South Dakota;2002;42;0.40733549;0
444;South Dakota;2003;42;0.307410032;0
445;South Dakota;2004;42;0.829735398;0
446;South Dakota;2005;42;0.880772114;0
447;South Dakota;2006;42;1.310714841;1
448;South Dakota;2007;42;1.369353533;1
449;South Dakota;2008;42;1.536794186;1
450;South Dakota;2009;42;1.326124072;1
451;South Dakota;2010;42;1.046643257;1
452;Tennessee;2000;43;2.001336336;0
453;Tennessee;2001;43;2.023446798;0
454;Tennessee;2002;43;2.006949663;0
455;Tennessee;2003;43;1.940248728;0
456;Tennessee;2004;43;1.826232791;0
457;Tennessee;2005;43;2.003840923;0
458;Tennessee;2006;43;1.939463854;0
459;Tennessee;2007;43;1.89734292;1
460;Tennessee;2008;43;1.90294528;1
461;Tennessee;2009;43;2.027976513;1
462;Tennessee;2010;43;1.734055638;1
463;Texas;2000;44;1.808504224;0
464;Texas;2001;44;1.858609796;0
465;Texas;2002;44;1.814339995;0
466;Texas;2003;44;1.886959791;0
467;Texas;2004;44;1.828549862;0
468;Texas;2005;44;1.84338212;0
469;Texas;2006;44;1.774260521;0
470;Texas;2007;44;1.803717732;1
471;Texas;2008;44;1.748364925;1
472;Texas;2009;44;1.719863772;1
473;Texas;2010;44;1.617100835;1
474;Utah;2000;45;0.673486412;0
475;Utah;2001;45;1.100422144;0
476;Utah;2002;45;0.725204051;0
477;Utah;2003;45;0.954704583;0
478;Utah;2004;45;0.671865702;0
479;Utah;2005;45;0.835966468;0
480;Utah;2006;45;0.712540507;0
481;Utah;2007;45;0.828471541;0
482;Utah;2008;45;0.406653315;0
483;Utah;2009;45;0.385731846;0
484;Utah;2010;45;0.666716874;0
485;Vermont;2000;46;0.425553858;0
486;Vermont;2001;46;0.167031646;0
487;Vermont;2002;46;0.780170798;0
488;Vermont;2003;46;0.919041157;0
489;Vermont;2004;46;0.979776502;0
490;Vermont;2005;46;0.283872634;0
491;Vermont;2006;46;0.808224559;0
492;Vermont;2007;46;0.739450574;0
493;Vermont;2008;46;1.007474422;0
494;Vermont;2009;46;0.254224688;0
495;Vermont;2010;46;0.11336711;0
496;Virginia;2000;47;1.76754868;0
497;Virginia;2001;47;1.654924512;0
498;Virginia;2002;47;1.70351541;0
499;Virginia;2003;47;1.760713696;0
500;Virginia;2004;47;1.686219454;0
501;Virginia;2005;47;1.83195281;0
502;Virginia;2006;47;1.662576437;0
503;Virginia;2007;47;1.692735195;0
504;Virginia;2008;47;1.569861531;0
505;Virginia;2009;47;1.566879511;0
506;Virginia;2010;47;1.537807941;0
507;Washington;2000;48;1.224984646;0
508;Washington;2001;48;1.118476868;0
509;Washington;2002;48;1.132274747;0
510;Washington;2003;48;1.111326933;0
511;Washington;2004;48;1.142226338;0
512;Washington;2005;48;1.204568386;0
513;Washington;2006;48;1.12497735;0
514;Washington;2007;48;1.0046525;0
515;Washington;2008;48;1.09554708;0
516;Washington;2009;48;1.077919126;0
517;Washington;2010;48;0.825468421;0
518;West Virginia;2000;49;0.95779407;0
519;West Virginia;2001;49;0.821692705;0
520;West Virginia;2002;49;1.176234841;0
521;West Virginia;2003;49;1.419046283;0
522;West Virginia;2004;49;1.345715404;0
523;West Virginia;2005;49;1.532166362;0
524;West Virginia;2006;49;1.506138682;0
525;West Virginia;2007;49;1.294413209;0
526;West Virginia;2008;49;1.308582902;1
527;West Virginia;2009;49;1.534130096;1
528;West Virginia;2010;49;1.210795999;1
529;Wisconsin;2000;50;1.177172065;0
530;Wisconsin;2001;50;1.297460914;0
531;Wisconsin;2002;50;1.069380522;0
532;Wisconsin;2003;50;1.236139417;0
533;Wisconsin;2004;50;1.057143688;0
534;Wisconsin;2005;50;1.34339273;0
535;Wisconsin;2006;50;1.088390827;0
536;Wisconsin;2007;50;1.194669604;0
537;Wisconsin;2008;50;0.958531201;0
538;Wisconsin;2009;50;0.958358467;0
539;Wisconsin;2010;50;1.006162524;0
540;Wyoming;2000;51;0.916918039;0
541;Wyoming;2001;51;0.62791729;0
542;Wyoming;2002;51;1.12941587;0
543;Wyoming;2003;51;1.055263519;0
544;Wyoming;2004;51;0.803501964;0
545;Wyoming;2005;51;1.0392133;0
546;Wyoming;2006;51;0.925944865;0
547;Wyoming;2007;51;1.40738368;0
548;Wyoming;2008;51;0.830814719;0
549;Wyoming;2009;51;0.741671145;0
550;Wyoming;2010;51;0.362428963;0
